,room1_value,room3_value,room4_value,room1_on/off,room3_on/off,room5_on/off
95,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0
144,0.3814809322357178,0.3389400839805603,0.3779604434967041,1.0,1.0,1.0
145,0.3814809322357178,0.3389400839805603,0.3814809322357178,1.0,1.0,1.0
146,0.3814809322357178,0.3389400839805603,0.3814809322357178,1.0,1.0,1.0
147,0.3814809322357178,0.3389400839805603,0.3814809322357178,1.0,1.0,1.0
148,0.3814809322357178,0.3389400839805603,0.3804687261581421,1.0,1.0,1.0
149,0.3814809322357178,0.3389400839805603,0.37719056010246277,1.0,1.0,1.0
150,0.3389400839805603,0.3389400839805603,0.37530767917633057,1.0,1.0,1.0
151,0.3389400839805603,0.3389400839805603,0.3389400839805603,1.0,1.0,1.0
152,0.3389400839805603,0.3389400839805603,0.3389400839805603,1.0,1.0,1.0
153,0.3389400839805603,0.3389400839805603,0.3389400839805603,1.0,1.0,1.0
154,0.3389400839805603,0.3389400839805603,0.3389400839805603,1.0,1.0,1.0
155,0.3389400839805603,0.3389400839805603,0.3389400839805603,1.0,1.0,1.0
156,0.3389400839805603,0.453508198261261,0.3389400839805603,1.0,0.0,0.0
157,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
158,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
159,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
160,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
161,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
162,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
163,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
164,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
165,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
166,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
167,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
168,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
169,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
170,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
171,0.3389400839805603,0.4660797715187073,0.3389400839805603,1.0,1.0,1.0
172,0.3389400839805603,0.46257686614990234,0.3389400839805603,1.0,0.0,0.0
173,0.4238662123680115,0.45653942227363586,0.3389400839805603,1.0,0.0,0.0
174,0.4238662123680115,0.45202937722206116,0.3389400839805603,1.0,0.0,0.0
175,0.4238662123680115,0.3389400839805603,0.3389400839805603,1.0,1.0,1.0
176,0.4238662123680115,0.3389400839805603,0.3389400839805603,1.0,1.0,1.0
177,0.4238662123680115,0.3389400839805603,0.3389400839805603,1.0,1.0,1.0
178,0.4238662123680115,0.3389400839805603,0.3389400839805603,1.0,1.0,1.0
179,0.4238662123680115,0.3389400839805603,0.3389400839805603,1.0,1.0,1.0
180,0.4238662123680115,0.3389400839805603,0.3389400839805603,1.0,1.0,1.0
181,0.4238662123680115,0.4238662123680115,0.3814809322357178,1.0,1.0,1.0
182,0.4238662123680115,0.4238662123680115,0.3814809322357178,1.0,1.0,1.0
183,0.4238662123680115,0.4238662123680115,0.3814809322357178,1.0,1.0,1.0
184,0.4238662123680115,0.4238662123680115,0.3814809322357178,1.0,1.0,1.0
185,0.4238662123680115,0.4238662123680115,0.3814809322357178,1.0,1.0,1.0
186,0.4238662123680115,0.4238662123680115,0.3814809322357178,1.0,1.0,1.0
187,0.4238662123680115,0.4238662123680115,0.3814809322357178,1.0,1.0,1.0
188,0.4238662123680115,0.4238662123680115,0.3814809322357178,1.0,1.0,1.0
189,0.4238662123680115,0.4238662123680115,0.3814809322357178,1.0,1.0,1.0
190,0.4238662123680115,0.4238662123680115,0.3814809322357178,1.0,1.0,1.0
191,0.3389400839805603,0.3814809322357178,0.39880770444869995,1.0,1.0,1.0
192,0.3389400839805603,0.3814809322357178,0.3879573941230774,1.0,1.0,1.0
193,0.3389400839805603,0.3814809322357178,0.37298810482025146,1.0,1.0,1.0
194,0.3389400839805603,0.3814809322357178,0.3576505482196808,1.0,1.0,1.0
195,0.3389400839805603,0.3814809322357178,0.3451254367828369,1.0,1.0,1.0
196,0.3389400839805603,0.3814809322357178,0.33519992232322693,1.0,1.0,1.0
197,0.3389400839805603,0.3814809322357178,0.3139075040817261,1.0,1.0,1.0
198,0.3389400839805603,0.3814809322357178,0.28323981165885925,1.0,1.0,1.0
199,0.3389400839805603,0.3780255913734436,0.3389400839805603,1.0,0.0,0.0
200,0.3389400839805603,0.34382566809654236,0.3389400839805603,1.0,0.0,0.0
201,0.3389400839805603,0.3309534192085266,0.3389400839805603,1.0,0.0,0.0
202,0.3389400839805603,0.3058199882507324,0.3389400839805603,1.0,0.0,0.0
203,0.3389400839805603,0.25641170144081116,0.3389400839805603,1.0,0.0,0.0
204,0.3389400839805603,0.19382384419441223,0.3389400839805603,1.0,0.0,0.0
205,0.3389400839805603,0.14162471890449524,0.3389400839805603,1.0,0.0,0.0
206,0.3389400839805603,0.10056017339229584,0.3389400839805603,1.0,0.0,0.0
207,0.3389400839805603,0.052367448806762695,0.3389400839805603,1.0,0.0,0.0
208,0.3359074592590332,-0.01954811066389084,0.3389400839805603,0.0,0.0,0.0
209,0.32074832916259766,-0.08487467467784882,0.3389400839805603,0.0,0.0,0.0
210,0.29180988669395447,-0.14173132181167603,0.3389400839805603,0.0,0.0,0.0
211,0.3487779200077057,-0.05628276988863945,0.12491130083799362,0.0,0.0,0.0
212,0.36203163862228394,-0.0652221217751503,-0.03704420477151871,0.0,0.0,0.0
213,0.35946163535118103,-0.08887968957424164,-0.07950132340192795,0.0,0.0,0.0
214,0.3553726375102997,-0.1166517585515976,-0.11031264066696167,0.0,0.0,0.0
215,0.3512992560863495,-0.14524021744728088,-0.13951504230499268,0.0,0.0,0.0
216,0.3466089367866516,-0.1781708002090454,-0.1719563752412796,0.0,0.0,0.0
217,0.3417382538318634,-0.21205845475196838,-0.20472180843353271,0.0,0.0,0.0
218,0.3361111283302307,-0.2503998875617981,-0.24127833545207977,0.0,0.0,0.0
219,0.32353270053863525,-0.28989237546920776,-0.27846524119377136,0.0,0.0,0.0
220,0.30647772550582886,-0.3259214460849762,-0.31207209825515747,0.0,0.0,0.0
221,0.2724517285823822,-0.3758169114589691,-0.34981268644332886,0.0,0.0,0.0
222,0.24517983198165894,-0.4193389415740967,-0.38967466354370117,0.0,0.0,0.0
223,0.1309957206249237,-0.45687633752822876,-0.012525798752903938,0.0,0.0,0.0
224,-0.03649970889091492,-0.5929193496704102,0.08514705300331116,0.0,0.0,0.0
225,-0.01155172474682331,-0.4058472514152527,0.14147640764713287,0.0,0.0,0.0
226,0.06216707080602646,-0.42812442779541016,0.2198162078857422,0.0,0.0,0.0
227,0.1711711883544922,-0.33073946833610535,0.3114933967590332,0.0,0.0,0.0
228,0.26102226972579956,-0.3516748249530792,0.3389400839805603,0.0,0.0,0.0
229,0.3384876549243927,-0.31287020444869995,0.3389400839805603,0.0,0.0,0.0
230,0.3389400839805603,-0.21944649517536163,0.3389400839805603,1.0,0.0,0.0
231,0.3389400839805603,-0.13680800795555115,0.3389400839805603,1.0,0.0,0.0
232,0.3650035262107849,-0.11764703691005707,0.4049222767353058,0.0,0.0,0.0
233,0.12491130083799362,-0.1424088478088379,0.3814809322357178,1.0,0.0,0.0
234,0.12491130083799362,-0.18602412939071655,0.3814809322357178,1.0,0.0,0.0
235,0.12491130083799362,-0.08982942253351212,0.3814809322357178,1.0,0.0,0.0
236,0.12491130083799362,-0.09948325157165527,0.2145276814699173,1.0,0.0,0.0
237,0.3747672140598297,-0.12773624062538147,0.10414300113916397,0.0,0.0,0.0
238,0.3778054118156433,-0.1716584712266922,0.047121237963438034,0.0,0.0,0.0
239,0.373761385679245,-0.20429527759552002,-0.002570896642282605,0.0,0.0,0.0
240,0.3690597712993622,-0.23474332690238953,-0.051601774990558624,0.0,0.0,0.0
241,0.3641696870326996,-0.2656230032444,-0.08580951392650604,0.0,0.0,0.0
242,0.35843539237976074,-0.30149999260902405,-0.12430804967880249,0.0,0.0,0.0
243,0.35232236981391907,-0.3404906690120697,-0.16400368511676788,0.0,0.0,0.0
244,0.34652847051620483,-0.3963173031806946,-0.20067021250724792,0.0,0.0,0.0
245,0.3412184715270996,-0.4461183249950409,-0.2335311323404312,0.0,0.0,0.0
246,0.33962953090667725,-0.4571317434310913,-0.24273964762687683,0.0,0.0,0.0
247,0.315097451210022,-0.4311668276786804,0.22272586822509766,0.0,0.0,0.0
248,0.19125397503376007,-0.533607006072998,0.33439236879348755,0.0,0.0,0.0
249,0.2623414397239685,-0.29916802048683167,0.3389400839805603,0.0,0.0,0.0
250,0.333437442779541,-0.20855343341827393,0.3389400839805603,0.0,0.0,0.0
251,0.3386281728744507,-0.25064200162887573,0.3389400839805603,0.0,0.0,0.0
252,0.3498503565788269,-0.25699740648269653,0.12491130083799362,0.0,0.0,0.0
253,0.3754611611366272,-0.19932550191879272,0.12491130083799362,0.0,0.0,0.0
254,0.38489729166030884,-0.08961521089076996,0.12491130083799362,0.0,0.0,0.0
255,0.408145010471344,0.10882104188203812,0.12491130083799362,0.0,0.0,0.0
256,0.4036973714828491,0.11608429253101349,0.12491130083799362,0.0,0.0,0.0
257,0.39570677280426025,0.06228642538189888,0.12491130083799362,0.0,0.0,0.0
258,0.38172316551208496,-0.05820821225643158,0.12491130083799362,0.0,0.0,0.0
259,0.40157759189605713,0.02428937517106533,0.12491130083799362,0.0,0.0,0.0
260,0.40898483991622925,-0.03992370888590813,0.12491130083799362,0.0,0.0,0.0
261,0.4034574329853058,-0.08888701349496841,0.07666015625,0.0,0.0,0.0
262,0.3994399309158325,-0.11469508707523346,0.03719152510166168,0.0,0.0,0.0
263,0.39735060930252075,-0.1259252429008484,0.015386445447802544,0.0,0.0,0.0
264,0.3961583375930786,-0.13042089343070984,0.0021156813018023968,0.0,0.0,0.0
265,0.3957824110984802,-0.1289980113506317,-0.0035047512501478195,0.0,0.0,0.0
266,0.395020067691803,-0.12968485057353973,-0.012426558881998062,0.0,0.0,0.0
267,0.3930284380912781,-0.13817596435546875,-0.031988732516765594,0.0,0.0,0.0
268,0.38958197832107544,-0.1560661494731903,-0.06006692349910736,0.0,0.0,0.0
269,0.38642364740371704,-0.17197751998901367,-0.07969077676534653,0.0,0.0,0.0
270,0.383859246969223,-0.18381863832473755,-0.09514041244983673,0.0,0.0,0.0
271,0.3682478964328766,-0.18911594152450562,0.3389400839805603,0.0,0.0,0.0
272,0.34124141931533813,-0.29451388120651245,0.3389400839805603,0.0,0.0,0.0
273,0.3389400839805603,-0.2718973159790039,0.3389400839805603,1.0,0.0,0.0
274,0.3389400839805603,-0.22827982902526855,0.3389400839805603,1.0,0.0,0.0
275,0.3389400839805603,-0.20363178849220276,0.3389400839805603,1.0,0.0,0.0
276,0.3389400839805603,-0.22647342085838318,0.3389400839805603,1.0,0.0,0.0
277,0.3389400839805603,-0.27285659313201904,0.3389400839805603,1.0,0.0,0.0
278,0.3389400839805603,-0.3168398141860962,0.3389400839805603,1.0,0.0,0.0
279,0.33535999059677124,-0.37727874517440796,0.3389400839805603,0.0,0.0,0.0
280,0.31885719299316406,-0.45069506764411926,0.3389400839805603,0.0,0.0,0.0
281,0.2985081970691681,-0.5087748765945435,0.3389400839805603,0.0,0.0,0.0
282,0.2643279433250427,-0.5682368278503418,0.3389400839805603,0.0,0.0,0.0
283,0.3389400839805603,-0.38443946838378906,0.12491130083799362,1.0,0.0,0.0
284,0.3389400839805603,-0.3575311303138733,-0.06612205505371094,1.0,0.0,0.0
285,0.3389400839805603,-0.352702796459198,-0.09523098170757294,1.0,0.0,0.0
286,0.356520414352417,-0.3593195080757141,-0.11292336881160736,0.0,0.0,0.0
287,0.35587000846862793,-0.38097894191741943,-0.1320323795080185,0.0,0.0,0.0
288,0.35285142064094543,-0.4062764048576355,-0.15478724241256714,0.0,0.0,0.0
289,0.34891724586486816,-0.4386880397796631,-0.18179532885551453,0.0,0.0,0.0
290,0.3441206216812134,-0.47958940267562866,-0.21337969601154327,0.0,0.0,0.0
291,0.33839505910873413,-0.5295817852020264,-0.24980217218399048,0.0,0.0,0.0
292,0.33004865050315857,-0.5807350873947144,-0.2874886989593506,0.0,0.0,0.0
293,0.3140249252319336,-0.5966658592224121,-0.31836026906967163,0.0,0.0,0.0
294,0.2981918454170227,-0.607634425163269,-0.3428060710430145,0.0,0.0,0.0
295,0.1867559850215912,-0.6167285442352295,0.03323424980044365,0.0,0.0,0.0
296,-0.0033757821656763554,-0.6852437257766724,0.11562307178974152,0.0,0.0,0.0
297,-0.008961591869592667,-0.6920943260192871,0.12491130083799362,0.0,0.0,0.0
298,0.0022007073275744915,-0.693524956703186,0.12491130083799362,0.0,0.0,0.0
299,0.02404937893152237,-0.6941658854484558,0.12491130083799362,0.0,0.0,0.0
300,0.05128098651766777,-0.7030357122421265,0.12491130083799362,0.0,0.0,0.0
301,0.0852244570851326,-0.6986647248268127,-0.11916494369506836,0.0,0.0,0.0
302,0.1160011813044548,-0.6716353297233582,-0.11916494369506836,0.0,0.0,0.0
303,0.15497541427612305,-0.6396862268447876,-0.11916494369506836,0.0,0.0,0.0
304,0.1898282915353775,-0.6107646226882935,-0.11916494369506836,0.0,0.0,0.0
305,0.19643434882164001,-0.5988095998764038,-0.11916494369506836,0.0,0.0,0.0
306,0.15531109273433685,-0.6164898872375488,-0.11916494369506836,0.0,0.0,0.0
307,0.30345726013183594,-0.5498624444007874,-0.11916494369506836,0.0,0.0,0.0
308,0.3334057331085205,-0.5857995748519897,-0.20157556235790253,0.0,0.0,0.0
309,0.3151140809059143,-0.6089129447937012,-0.2548464834690094,0.0,0.0,0.0
310,0.2851254343986511,-0.628685712814331,-0.29725438356399536,0.0,0.0,0.0
311,0.25224578380584717,-0.644366443157196,-0.33122125267982483,0.0,0.0,0.0
312,0.22330492734909058,-0.6577233076095581,-0.37441736459732056,0.0,0.0,0.0
313,0.19005781412124634,-0.6733952164649963,-0.42634114623069763,0.0,0.0,0.0
314,0.14692437648773193,-0.6945357918739319,-0.49130889773368835,0.0,0.0,0.0
315,0.09240571409463882,-0.7222862839698792,-0.5707670450210571,0.0,0.0,0.0
316,0.033718954771757126,-0.7529581785202026,-0.6071227788925171,0.0,0.0,0.0
317,-0.011820299550890923,-0.7756674885749817,-0.6301307678222656,0.0,0.0,0.0
318,-0.040259283035993576,-0.7881271839141846,-0.6434516906738281,0.0,0.0,0.0
319,-0.11416453123092651,-0.7904912233352661,-0.24415741860866547,0.0,0.0,0.0
320,-0.20960268378257751,-0.7687193155288696,-0.14987440407276154,0.0,0.0,0.0
321,-0.1617797464132309,-0.7606769800186157,-0.06608126312494278,0.0,0.0,0.0
322,-0.0743168517947197,-0.66650390625,0.07485215365886688,0.0,0.0,0.0
323,0.06918621808290482,-0.6129904389381409,0.2424759864807129,0.0,0.0,0.0
324,0.23331156373023987,-0.587738037109375,0.3389400839805603,0.0,0.0,0.0
325,0.3406413197517395,-0.48463869094848633,0.3389400839805603,0.0,0.0,0.0
326,0.3577306866645813,-0.3191232681274414,0.3895190358161926,0.0,0.0,0.0
327,0.36882641911506653,-0.23127540946006775,0.4060482382774353,0.0,0.0,0.0
328,0.37254366278648376,-0.2099829465150833,0.4163607358932495,0.0,0.0,0.0
329,0.3707723021507263,-0.2418634295463562,0.4179174304008484,0.0,0.0,0.0
330,0.35954976081848145,-0.3169463872909546,0.40526241064071655,0.0,0.0,0.0
331,0.3839670717716217,-0.23819130659103394,0.39591184258461,0.0,0.0,0.0
332,0.3983969986438751,-0.24318557977676392,0.21368055045604706,0.0,0.0,0.0
333,0.397443562746048,-0.239845409989357,0.13380181789398193,0.0,0.0,0.0
334,0.39390212297439575,-0.2491961419582367,0.09151194989681244,0.0,0.0,0.0
335,0.3872740864753723,-0.2824614644050598,0.026847433298826218,0.0,0.0,0.0
336,0.37926506996154785,-0.3265940546989441,-0.04837986081838608,0.0,0.0,0.0
337,0.37120723724365234,-0.39178335666656494,-0.10032354295253754,0.0,0.0,0.0
338,0.3658444881439209,-0.4353674054145813,-0.1335316300392151,0.0,0.0,0.0
339,0.3625919818878174,-0.4568289518356323,-0.15336838364601135,0.0,0.0,0.0
340,0.35903018712997437,-0.480915367603302,-0.17501471936702728,0.0,0.0,0.0
341,0.3553912341594696,-0.5055408477783203,-0.19685371220111847,0.0,0.0,0.0
342,0.35170161724090576,-0.530517041683197,-0.21850386261940002,0.0,0.0,0.0
343,0.33417975902557373,-0.5531259179115295,0.2099951058626175,0.0,0.0,0.0
344,0.1681167036294937,-0.6435868740081787,0.28202325105667114,0.0,0.0,0.0
345,0.15451008081436157,-0.6539141535758972,0.30615442991256714,0.0,0.0,0.0
346,0.12491130083799362,-0.656334400177002,0.31601768732070923,1.0,0.0,0.0
347,0.12491130083799362,-0.6582087874412537,0.32869961857795715,1.0,0.0,0.0
348,0.12491130083799362,-0.671099841594696,0.33520373702049255,1.0,0.0,0.0
349,0.12491130083799362,-0.675956130027771,0.33907294273376465,1.0,0.0,0.0
350,0.12491130083799362,-0.6715924739837646,0.3417472839355469,1.0,0.0,0.0
351,0.12491130083799362,-0.6767349243164062,0.34110137820243835,1.0,0.0,0.0
352,0.12491130083799362,-0.7001933455467224,0.33486831188201904,1.0,0.0,0.0
353,0.07453013211488724,-0.7373801469802856,0.3076050877571106,0.0,0.0,0.0
354,0.0040315366350114346,-0.7807239890098572,0.24597659707069397,0.0,0.0,0.0
355,0.12491130083799362,-0.7321984171867371,0.20461231470108032,1.0,0.0,0.0
356,0.12491130083799362,-0.7315268516540527,-0.24707306921482086,1.0,0.0,0.0
357,0.12491130083799362,-0.7374252676963806,-0.3154907524585724,1.0,0.0,0.0
358,0.12491130083799362,-0.749738335609436,-0.36258164048194885,1.0,0.0,0.0
359,0.12491130083799362,-0.7637352347373962,-0.4146249294281006,1.0,0.0,0.0
360,0.10861370712518692,-0.7807289361953735,-0.4709321856498718,0.0,0.0,0.0
361,0.06822358816862106,-0.800710916519165,-0.5335326194763184,0.0,0.0,0.0
362,0.02843521162867546,-0.8189581632614136,-0.5838748216629028,0.0,0.0,0.0
363,-0.011766701936721802,-0.8371866345405579,-0.605083703994751,0.0,0.0,0.0
364,-0.05229227989912033,-0.8556456565856934,-0.6262896060943604,0.0,0.0,0.0
365,-0.07539379596710205,-0.8680135011672974,-0.643182635307312,0.0,0.0,0.0
366,-0.09489358216524124,-0.8774605989456177,-0.6569960117340088,0.0,0.0,0.0
367,-0.16919967532157898,-0.8813779354095459,-0.2757067084312439,0.0,0.0,0.0
368,-0.2994149327278137,-0.9377648234367371,-0.2163231521844864,0.0,0.0,0.0
369,-0.3023400902748108,-0.9413111209869385,-0.19181948900222778,0.0,0.0,0.0
370,-0.29310113191604614,-0.939975380897522,-0.1735498011112213,0.0,0.0,0.0
371,-0.28131425380706787,-0.9411840438842773,-0.1546781212091446,0.0,0.0,0.0
372,-0.26579800248146057,-0.9491264820098877,-0.13137811422348022,0.0,0.0,0.0
373,-0.24794450402259827,-0.9483799934387207,-0.10422096401453018,0.0,0.0,0.0
374,-0.22614720463752747,-0.931663990020752,-0.07004866749048233,0.0,0.0,0.0
375,-0.2038634717464447,-0.913427472114563,-0.024265773594379425,0.0,0.0,0.0
376,-0.18525554239749908,-0.8981934785842896,0.027752473950386047,0.0,0.0,0.0
377,-0.1806281954050064,-0.8936318159103394,0.05522111803293228,0.0,0.0,0.0
378,-0.1999349296092987,-0.9073244333267212,0.04533893242478371,0.0,0.0,0.0
379,-0.08009559661149979,-0.8582519292831421,0.016894608736038208,0.0,0.0,0.0
380,-0.008019831031560898,-0.8626207113265991,-0.4204334020614624,0.0,0.0,0.0
381,-0.0499003529548645,-0.8767668008804321,-0.5562629699707031,0.0,0.0,0.0
382,-0.07809744775295258,-0.888236939907074,-0.5956467390060425,0.0,0.0,0.0
383,-0.10365118086338043,-0.9000704884529114,-0.6168447136878967,0.0,0.0,0.0
384,-0.12894229590892792,-0.9126080274581909,-0.637609601020813,0.0,0.0,0.0
